uuid,caption
b59e5e78-6622-4a7c-8814-ef465006ccf0,"Coryphaenoides exhibits an elongated, streamlined body with a pale coloration, resting on a substrate of smooth, rounded volcanic rocks."
bc35cf0c-283c-48af-88f0-b2e2ac2d0279,"Bathyraja spinosissima exhibits a flattened, disc-shaped body with a grayish coloration, smooth texture, resting on soft sediment substrate."
289b9463-bec3-4b98-87ac-6ce2bd2c2251,"Paragorgia arborea exhibits a bushy, tree-like morphology with pink, fleshy polyps on a rocky substrate at 1669.59m depth."
39929331-e295-49a6-8b34-3b5dec7ee5f9,"Hymenaster exhibits a pentagonal shape, pink coloration, smooth texture, resting on a substrate of coarse sediment and rocky formations."
78ab5828-326d-4d43-9ce6-a62d44a9bc98,"Coryphaenoides exhibits an elongated, streamlined body with a pale coloration, gliding over a rugged, rocky substrate interspersed with fine sediment."
7fc7cc4c-d9f3-42aa-b304-8ae6f96e578a,"Hymenaster exhibits a star-shaped, pale body with a smooth texture, resting on a rough, rocky substrate at 2448.37 m depth."
307c4254-ec92-4d7a-b3fc-4372cac695bb,"Paragorgia arborea exhibits a bushy, tree-like morphology with pink polyps, textured surface, anchored on a rocky substrate."
bac07da7-41b2-4e6a-98ba-277a0442669b,"Synallactes exhibit elongated, soft-bodied morphology with a pale coloration, resting on a rugged, rocky substrate at a depth of 2320 m."
1c742e9e-3445-46d6-9c6a-ad6949846fd1,"Pannychia moseleyi exhibits a cylindrical body with a pale coloration, covered in a smooth texture, resting on rocky substrate."
661771f2-7231-423d-b5e6-eecae59a4414,"Munidopsis exhibits a robust, elongated carapace with a rough texture, displaying muted brown hues against a substrate of coarse sediment and rocky outcrops."
207e8e0e-f48a-40da-8e68-e6802016c275,"Octocorallia exhibits a branched, soft structure with a pale hue, while Antimora microlepis displays an elongated, dark body over a rocky substrate."
f2deccc4-9e5f-4f2c-a8bf-899a1517a4dd,"Synallactes exhibit elongated, cylindrical bodies with a smooth texture, displaying a muted coloration against a substrate of rocky sediment."
3e0f92d9-b8c3-4c0b-9865-fa0ff39bcb36,"Solasteridae exhibit a star-shaped morphology with a rough, textured surface, primarily on a rocky substrate at 1931.93 m depth."
d7764b50-4715-470f-b43e-8d6810a3b57f,"Solasteridae exhibit a star-shaped morphology with a rough texture, displaying muted colors against a substrate of angular rock fragments and sediment."
18e1c8a3-6569-4b6a-a176-918214424ad7,"Synallactes exhibit elongated, cylindrical bodies with a smooth texture, displaying a pale coloration against a substrate of rugged basaltic rock."
2da95db7-c637-49cd-aa8a-fb7e29384f9a,"Antimora microlepis exhibits an elongated, streamlined body with a pale coloration, resting on a soft, sedimentary substrate interspersed with rocky outcrops."
570012e2-5b86-4e8c-97f2-e24268008851,"Solaster hypothrissus exhibits a star-shaped morphology with a pale coloration and smooth texture, resting on a rocky substrate amidst fine sediment."
